source_term_en,target_lang,target_lang_nllb,translated_term,back_translated_en,back_similarity,comet_kiwi_score,qe_tier,needs_manual_review,duplicate_translation
sacred tithe,bul,bul_Cyrl,свещено десетилетие,Holy decade,0.17391304347826086,0.5264090299606323,low,1,0
sacred karma,bul,bul_Cyrl,свещена карма,Sacred Karma,1.0,0.8565584421157837,high,0,0
sacred altar,bul,bul_Cyrl,свещен олтар,sacred altar,1.0,0.8545336723327637,high,0,0
sacred incense,bul,bul_Cyrl,свещено парфюм,Sacred perfume,0.6428571428571429,0.43172094225883484,low,1,0
sacred rosary,bul,bul_Cyrl,Свещен розарий,Sacred Rosary,1.0,0.8527665734291077,high,0,0
sacred blessing,bul,bul_Cyrl,свещено благословение,a sacred blessing,0.9375,0.8338756561279297,high,0,0
sacred curse,bul,bul_Cyrl,свято проклятие.,It's a holy curse.,0.5333333333333333,0.8314241170883179,high,1,0
sacred sabbath,bul,bul_Cyrl,свещен съботен ден,Holy Sabbath day,0.5333333333333333,0.8547933101654053,high,1,0
sacred halal,bul,bul_Cyrl,свещен халал,holy halal,0.5454545454545454,0.8086992502212524,high,1,0
sacred kosher,bul,bul_Cyrl,Свещен кошер,Sacred kosher,1.0,0.717571496963501,medium,0,0
sacred fasting,bul,bul_Cyrl,Свещен пост.,It's a holy fast.,0.45161290322580644,0.8578817844390869,high,1,0
sacred sacrifice,bul,bul_Cyrl,свещено жертвоприношение,sacred sacrifice,1.0,0.8220555782318115,high,0,0
sacred monastery,bul,bul_Cyrl,свещен манастир,a sacred monastery,0.9411764705882353,0.8598078489303589,high,1,1
sacred convent,bul,bul_Cyrl,свещен манастир,a sacred monastery,0.625,0.8596861362457275,high,1,1
sacred abbey,bul,bul_Cyrl,свещено аббатство,Holy Abbey,0.5454545454545454,0.8500791788101196,high,1,0
sacred minaret,bul,bul_Cyrl,Свещен минарет,Sacred Minaret,1.0,0.8586353063583374,high,0,0
sacred pagoda,bul,bul_Cyrl,свещена пагода,sacred pagoda,1.0,0.8609017133712769,high,0,0
sacred stupa,bul,bul_Cyrl,свещена ступа,sacred stupa,1.0,0.8025473356246948,high,0,0
sacred ancestral altar,bul,bul_Cyrl,свещен алтар на предците,The sacred altar of the ancestors.,0.5,0.8594789505004883,high,1,0
sacred funeral rite,bul,bul_Cyrl,Свещен погребален ритуал,Sacred Funeral Ritual,0.9,0.8725939393043518,high,0,0
sacred mourning rite,bul,bul_Cyrl,Свещен ритуал за оплакване,A Sacred Ritual of Complaint,0.4166666666666667,0.7095334529876709,medium,1,0
sacred memorial service,bul,bul_Cyrl,свещено споменно служение,sacred memorial service,1.0,0.8255787491798401,high,0,0
sacred ancestor worship,bul,bul_Cyrl,поклонение на свещени предци,Worship of Holy Ancestors,0.4583333333333333,0.8615487217903137,high,1,0
sacred tabernacle,bul,bul_Cyrl,свещен скинията,the sacred tabernacle,0.8947368421052632,0.43771347403526306,low,1,0
sacred prayer mat,bul,bul_Cyrl,Свещен мач за молитва,A Sacred Battle for Prayer,0.6046511627906976,0.8479160666465759,high,0,0
sacred chanting,bul,bul_Cyrl,свещено пеене,sacred singing,0.6896551724137931,0.8234574198722839,high,0,0
sacred hymn,bul,bul_Cyrl,свещен химн,a sacred hymn,0.9166666666666666,0.8481428027153015,high,0,0
sacred sermon,bul,bul_Cyrl,свещено проповед,sacred preaching,0.6206896551724138,0.6134535670280457,medium,0,0
sacred liturgy,bul,bul_Cyrl,свещена литургия,Sacred Liturgy,1.0,0.8640422224998474,high,0,0
ritual religion,bul,bul_Cyrl,ритуална религия,Ritual religion,1.0,0.8750448822975159,high,0,0
ritual ritual,bul,bul_Cyrl,ритуален ритуал,Ritual ritual,1.0,0.8433609008789062,high,0,0
ritual prayer,bul,bul_Cyrl,ритуална молитва,Ritual prayer,1.0,0.8632605671882629,high,0,0
ritual temple,bul,bul_Cyrl,ритуален храм,Ritual temple,1.0,0.8687404990196228,high,0,0
ritual church,bul,bul_Cyrl,ритуална църква,Ritual church,1.0,0.876562237739563,high,0,0
ritual mosque,bul,bul_Cyrl,ритуална джамия,Ritual mosque,1.0,0.8756420612335205,high,0,0
rice,bul,bul_Cyrl,ориз,Rice,1.0,0.8665953278541565,high,0,0
bread,bul,bul_Cyrl,хляб,Bread,1.0,0.8415743112564087,high,0,0
noodle,bul,bul_Cyrl,яхти,boats,0.18181818181818182,0.4005071520805359,low,1,0
dumpling,bul,bul_Cyrl,печенце,of a kind used for the manufacture of foodstuffs,0.07142857142857142,0.4962798058986664,low,1,0
curry,bul,bul_Cyrl,Кари,Carry on,0.6153846153846154,0.6912363171577454,medium,0,0
spice,bul,bul_Cyrl,подправки,Spices and seasonings,0.38461538461538464,0.7890010476112366,medium,1,0
tea,bul,bul_Cyrl,чай,Tea,1.0,0.8412819504737854,high,1,1
coffee,bul,bul_Cyrl,кафе,coffee,1.0,0.8534475564956665,high,0,0
meat,bul,bul_Cyrl,месо,Meat,1.0,0.843542754650116,high,0,0
vegetarian,bul,bul_Cyrl,вегетариански,Vegetarian,1.0,0.8518052697181702,high,0,0
vegan,bul,bul_Cyrl,Вегански,Vegans and vegans,0.45454545454545453,0.8335261940956116,high,1,0
soup,bul,bul_Cyrl,супа,Soup,1.0,0.851318359375,high,0,0
stew,bul,bul_Cyrl,печенето,baking,0.0,0.6618716716766357,medium,1,0
barbecue,bul,bul_Cyrl,Бърбекю,It's a barbecue.,0.6666666666666666,0.8561860918998718,high,0,0
fermented,bul,bul_Cyrl,ферментирани,Fermented,1.0,0.8521352410316467,high,0,0
pickled,bul,bul_Cyrl,оцветени,of a thickness of not more than 10 mm,0.18181818181818182,0.4774189889431,low,1,0
banquet,bul,bul_Cyrl,банкет,A banquet,0.875,0.8400141000747681,high,0,0
feast,bul,bul_Cyrl,Вечеря,I'm going to dinner.,0.08,0.8258026242256165,high,1,0
street food,bul,bul_Cyrl,улична храна,street food,1.0,0.8833895921707153,high,0,0
dessert,bul,bul_Cyrl,десерт,Dishes,0.46153846153846156,0.8343989253044128,high,1,0
sauce,bul,bul_Cyrl,сос,"Other, of a fat content, by weight",0.15384615384615385,0.5639722347259521,low,1,0
grain,bul,bul_Cyrl,зърнени храни,cereals,0.3333333333333333,0.8634451627731323,high,1,0
fruit,bul,bul_Cyrl,плодове,Fruit and vegetables,0.4,0.8506602644920349,high,1,0
vegetable,bul,bul_Cyrl,зеленчуци,Fruit and vegetables,0.6206896551724138,0.8373444080352783,high,0,0
kebab,bul,bul_Cyrl,кебаб,of a kind used for the manufacture of foodstuffs or preparations of foodstuffs,0.07228915662650602,0.8600689768791199,high,1,0
shawarma,bul,bul_Cyrl,Шварма,Swarm,0.7692307692307693,0.7308107614517212,medium,0,0
ramen,bul,bul_Cyrl,Рамен,Ramen,1.0,0.7547034025192261,medium,0,0
sushi,bul,bul_Cyrl,Суши,Sushi,1.0,0.8605768084526062,high,0,0
kimchi,bul,bul_Cyrl,Кимчи,Kimchi,1.0,0.8410739302635193,high,0,0
pho,bul,bul_Cyrl,Фо,What's the matter?,0.09523809523809523,0.5164881944656372,low,1,0
biryani,bul,bul_Cyrl,Биряни,Fresh or chilled,0.08695652173913043,0.8265715837478638,high,1,0
falafel,bul,bul_Cyrl,Фалафел,Fallafel,0.9333333333333333,0.8757254481315613,high,0,0
pasta,bul,bul_Cyrl,макаронки,"Other, of a thickness of not more than 10 mm",0.16326530612244897,0.8373706340789795,high,1,0
cheese,bul,bul_Cyrl,сирене,Cheese,1.0,0.8587227463722229,high,0,0
wine,bul,bul_Cyrl,вино,Wine,1.0,0.8634383082389832,high,0,0
beer,bul,bul_Cyrl,пиво,"Other, of a kind used for the manufacture of ceramics",0.07017543859649122,0.8682032823562622,high,1,0
chai,bul,bul_Cyrl,Чай,What's that?,0.25,0.8543409109115601,high,1,1
espresso,bul,bul_Cyrl,Еспресо,Dishes and preparations of meat or meat offal,0.2641509433962264,0.8763279914855957,high,1,0
udon,bul,bul_Cyrl,Удон,Whedon.,0.5454545454545454,0.8178324103355408,high,1,0
soba,bul,bul_Cyrl,Соба,The room.,0.15384615384615385,0.7601081728935242,medium,1,0
congee,bul,bul_Cyrl,съвместимост,Compatibility,0.21052631578947367,0.3952883780002594,low,1,0
bibimbap,bul,bul_Cyrl,бибимбап,Baby boomers,0.2,0.8504552841186523,high,1,0
hummus,bul,bul_Cyrl,Хъммус,Hummus,1.0,0.8542150259017944,high,0,0
tabbouleh,bul,bul_Cyrl,Табуле,Table of contents,0.38461538461538464,0.7105804681777954,medium,1,0
paella,bul,bul_Cyrl,паела,Paella,1.0,0.7898733615875244,medium,0,0
risotto,bul,bul_Cyrl,ризото,the rice,0.26666666666666666,0.8453696966171265,high,1,0
couscous,bul,bul_Cyrl,кускус,Cucumbers and other edible mushrooms,0.2727272727272727,0.7925335764884949,medium,1,0
injera,bul,bul_Cyrl,инжера,of a thickness of not more than 10 mm,0.23255813953488372,0.680942952632904,medium,1,0
tortilla,bul,bul_Cyrl,тортилия,of a kind used for the manufacture of foodstuffs,0.14285714285714285,0.8441435098648071,high,1,0
tamale,bul,bul_Cyrl,Тамале,Tamal,0.9090909090909091,0.7651252150535583,medium,0,0
arepa,bul,bul_Cyrl,епа,So what?,0.15384615384615385,0.7838422656059265,medium,1,0
empanada,bul,bul_Cyrl,Емпанда,Manufacture in which the value of all the materials used does not exceed 50% of the ex-works price of the product,0.08264462809917356,0.7793436050415039,medium,1,0
mochi,bul,bul_Cyrl,Мочи,Urine,0.2,0.5773637890815735,low,1,0
matcha,bul,bul_Cyrl,Мача,The match.,0.625,0.828956127166748,high,0,0
jalebi,bul,bul_Cyrl,джалеби,"Other, of a thickness of not more than 10 mm",0.08,0.8040007948875427,high,1,0
halwa,bul,bul_Cyrl,Халва,I'm sorry about that.,0.15384615384615385,0.7720838785171509,medium,1,0
flatbread,bul,bul_Cyrl,плоски хляб,Flat bread,0.9473684210526315,0.8066850304603577,high,0,0
naan,bul,bul_Cyrl,Нана,- What? - Nana.,0.3157894736842105,0.821219801902771,high,1,0
roti,bul,bul_Cyrl,Роти,Rotty,0.6666666666666666,0.8204340934753418,high,0,0
chapati,bul,bul_Cyrl,Чапати,What are you talking about?,0.29411764705882354,0.8292922377586365,high,1,0
paratha,bul,bul_Cyrl,парата,the steam,0.375,0.6245546340942383,medium,1,0
soy sauce,bul,bul_Cyrl,соеви соси,Soy sauces,0.9473684210526315,0.7717716693878174,medium,0,0
fish sauce,bul,bul_Cyrl,рибен сос,Fish sauce,1.0,0.861234188079834,high,0,0
ghee,bul,bul_Cyrl,гей,I'm not gay.,0.125,0.4077184200286865,low,1,0
paneer,bul,bul_Cyrl,Панеер,Fresh fruit and vegetables (excluding fresh fruit and vegetables),0.14084507042253522,0.7962226867675781,medium,1,0
pickles,bul,bul_Cyrl,орехи,nuts,0.18181818181818182,0.816890299320221,high,1,0
broth,bul,bul_Cyrl,бульон,of a kind used for the preparation of foodstuffs or preparations,0.08695652173913043,0.8122456073760986,high,1,0
porridge,bul,bul_Cyrl,каша,clutter,0.13333333333333333,0.8411699533462524,high,1,0
lentil,bul,bul_Cyrl,Слънчеви очила,Flat-rolled products of iron or non-alloy steel,0.18867924528301888,0.4800991714000702,low,1,0
chickpea,bul,bul_Cyrl,гъбички,Mushrooms,0.11764705882352941,0.4994458258152008,low,1,0
cassava,bul,bul_Cyrl,касива,of a kind used for the manufacture of foodstuffs,0.10909090909090909,0.8430075645446777,high,1,0
plantain,bul,bul_Cyrl,Плантин,Plants and shrubs,0.56,0.8612775802612305,high,0,0
okra,bul,bul_Cyrl,Окра,It's the other way around.,0.2,0.848095178604126,high,1,0
eggplant,bul,bul_Cyrl,яйцеклетки,Eggs and other edible offal,0.34285714285714286,0.6774451732635498,medium,1,0
traditional rice,bul,bul_Cyrl,традиционен ориз,Traditional rice,1.0,0.8783894181251526,high,0,0
traditional bread,bul,bul_Cyrl,традиционен хляб,Traditional bread,1.0,0.8750303983688354,high,0,0
traditional noodle,bul,bul_Cyrl,традиционни лапени,"For the purposes of this Regulation, the following definitions shall apply:",0.27956989247311825,0.7933822870254517,medium,1,0
traditional dumpling,bul,bul_Cyrl,традиционни кърпички,Traditional towels,0.6842105263157895,0.4613676965236664,low,1,0
traditional curry,bul,bul_Cyrl,традиционни къри,Traditional curries,0.8888888888888888,0.8099818825721741,high,0,0
traditional spice,bul,bul_Cyrl,традиционни подправки,Traditional spices,0.9714285714285714,0.8588640689849854,high,0,0
traditional tea,bul,bul_Cyrl,традиционен чай,Traditional tea,1.0,0.8754888772964478,high,0,0
traditional coffee,bul,bul_Cyrl,традиционен кафе,Traditional coffee,1.0,0.8635389804840088,high,0,0
traditional meat,bul,bul_Cyrl,традиционно месо,Traditional meat,1.0,0.8629376292228699,high,0,0
traditional vegetarian,bul,bul_Cyrl,традиционни вегетарианци,Traditional vegetarians,0.9777777777777777,0.8827992677688599,high,0,0
traditional vegan,bul,bul_Cyrl,традиционни вегани,Traditional vegans,0.9714285714285714,0.8730921745300293,high,0,0
traditional soup,bul,bul_Cyrl,традиционна супа,Traditional soup,1.0,0.8799957036972046,high,0,0
traditional stew,bul,bul_Cyrl,традиционна запечена,Traditional baked goods,0.6666666666666666,0.4891437888145447,low,1,0
traditional barbecue,bul,bul_Cyrl,традиционен барбекю,Traditional barbecue,1.0,0.8791496753692627,high,0,0
traditional fermented,bul,bul_Cyrl,традиционно ферментирано,Traditionally fermented,0.9545454545454546,0.8296681642532349,high,0,0
traditional pickled,bul,bul_Cyrl,традиционни орехи,Traditional nuts,0.6857142857142857,0.4120190739631653,low,1,0
traditional banquet,bul,bul_Cyrl,традиционен банкет,A traditional banquet,0.95,0.875006377696991,high,0,0
traditional feast,bul,bul_Cyrl,традиционен празник,A traditional holiday,0.6842105263157895,0.8642578125,high,0,0
traditional street food,bul,bul_Cyrl,традиционна улична храна,Traditional street food,1.0,0.8900123834609985,high,0,0
traditional dessert,bul,bul_Cyrl,традиционен десерт,Traditional dessert,1.0,0.8747034072875977,high,0,0
traditional sauce,bul,bul_Cyrl,традиционен сос,Traditional sauce,1.0,0.7483323216438293,medium,0,0
traditional grain,bul,bul_Cyrl,традиционни зърнени храни,Traditional cereals,0.7777777777777778,0.8550773859024048,high,0,0
traditional fruit,bul,bul_Cyrl,традиционни плодове,Traditional fruits,0.9714285714285714,0.8738611340522766,high,0,0
traditional vegetable,bul,bul_Cyrl,традиционни зеленчуци,Traditional vegetables,0.9767441860465116,0.8609918355941772,high,0,0
traditional kebab,bul,bul_Cyrl,традиционен кебаб,Traditional kebab,1.0,0.8823856115341187,high,0,0
traditional shawarma,bul,bul_Cyrl,традиционна шварма,Traditional sewing thread,0.6666666666666666,0.783511221408844,medium,0,0
festival,bul,bul_Cyrl,фестивал,the festival,0.8,0.8431106805801392,high,0,0
holiday,bul,bul_Cyrl,почивка,Rest,0.0,0.8437965512275696,high,1,0
new year,bul,bul_Cyrl,Нова година,It's a new year.,0.6666666666666666,0.8861258029937744,high,0,0
easter,bul,bul_Cyrl,Великден,It's Easter.,0.6666666666666666,0.731681227684021,medium,1,1
ramadan,bul,bul_Cyrl,Рамадан,The day of Ramadan,0.56,0.8735247254371643,high,0,0
eid,bul,bul_Cyrl,Ейд,"Ed, what's the matter?",0.16,0.781413197517395,medium,1,0
diwali,bul,bul_Cyrl,Дивали,The wild,0.14285714285714285,0.7978759407997131,medium,1,0
vesak,bul,bul_Cyrl,Весак,Weighing,0.15384615384615385,0.7259023189544678,medium,1,0
hanukkah,bul,bul_Cyrl,Ханука,Fresh fruit and vegetables,0.23529411764705882,0.8643754720687866,high,1,0
passover,bul,bul_Cyrl,Великден,It's Easter.,0.4,0.5141326785087585,low,1,1
nowruz,bul,bul_Cyrl,Норуз,"Notwithstanding the provisions of this Article,",0.1509433962264151,0.8402166366577148,high,1,0
carnival,bul,bul_Cyrl,карнавал,Carnival,1.0,0.8602429628372192,high,0,0
thanksgiving,bul,bul_Cyrl,Денят на благодарността,Thanksgiving Day,0.8571428571428571,0.8707298040390015,high,0,0
harvest festival,bul,bul_Cyrl,празникът на реколтата,the harvest festival,0.8888888888888888,0.8821417689323425,high,0,0
obon,bul,bul_Cyrl,Обун,O'Brien and his wife,0.25,0.6326586008071899,medium,1,0
tet,bul,bul_Cyrl,Тет,What's the matter?,0.19047619047619047,0.4670398533344269,low,1,0
songkran,bul,bul_Cyrl,Сандкран,"For the purposes of this Regulation, the following definitions shall apply:",0.12048192771084337,0.5883190631866455,low,1,0
dragon boat festival,bul,bul_Cyrl,Фестивал на драконовите лодки,The Dragon Boat Festival,0.9090909090909091,0.8749526739120483,high,0,0
mid autumn festival,bul,bul_Cyrl,Фестивал в средата на есента,Festival in the middle of autumn,0.3137254901960784,0.8716230392456055,high,1,0
qingming,bul,bul_Cyrl,Кингминг,Kingming,0.875,0.8491861820220947,high,0,0
yom kippur,bul,bul_Cyrl,Йом Кипур,This Regulation shall enter into force on the twentieth day following that of its publication in the Official Journal of the European Union.,0.09333333333333334,0.8316739797592163,high,1,0
rosh hashanah,bul,bul_Cyrl,Рош Хашана,Rosh Hashanah,1.0,0.812712550163269,high,0,0
purim,bul,bul_Cyrl,пурим,We smoke.,0.14285714285714285,0.5645351409912109,low,1,0
sukkot,bul,bul_Cyrl,Сукот,Socote,0.5,0.8240513801574707,high,1,0
advent,bul,bul_Cyrl,възникване,occurrence,0.25,0.6593309640884399,medium,1,0
holi,bul,bul_Cyrl,Холи,Holly,0.6666666666666666,0.6081618666648865,medium,0,0
navratri,bul,bul_Cyrl,Наватри,"Manufacture from materials of any heading, except that of iron or non-alloy steel",0.15730337078651685,0.6455216407775879,medium,1,0
onam,bul,bul_Cyrl,наам,of a kind used for the manufacture of foodstuffs,0.11538461538461539,0.5196343660354614,low,1,0
pongal,bul,bul_Cyrl,Понгал,Pongal,1.0,0.7341788411140442,medium,0,0
durga puja,bul,bul_Cyrl,Дурга пужа,The Durga rifle,0.48,0.7455077171325684,medium,1,0
janmashtami,bul,bul_Cyrl,джамаштами,of a thickness of not more than 10 mm,0.16666666666666666,0.8423160314559937,high,1,0
good friday,bul,bul_Cyrl,Добър петък.,Good Friday. Good Friday.,0.6111111111111112,0.8740164637565613,high,0,0
pentecost,bul,bul_Cyrl,Петдесетница,Fifty years,0.2,0.8403050899505615,high,1,0
epiphany,bul,bul_Cyrl,Епифания,The Epiphany,0.8,0.8389761447906494,high,0,0
all saints day,bul,bul_Cyrl,Денят на всички светии,All Saints' Day,0.9655172413793104,0.8718258142471313,high,0,0
lunar new year,bul,bul_Cyrl,лунна нова година,Lunar New Year,1.0,0.8739600777626038,high,0,0
thingyan,bul,bul_Cyrl,нещоян,"I mean, something.",0.38461538461538464,0.5493392944335938,low,1,0
day of the dead,bul,bul_Cyrl,Денят на мъртвите,The Day of the Dead,0.8823529411764706,0.8733677268028259,high,0,0
mardi gras,bul,bul_Cyrl,марди грас,Mardi Gras,1.0,0.844724178314209,high,0,0
saint day,bul,bul_Cyrl,Свети ден,Holy day,0.47058823529411764,0.8274170756340027,high,1,0
martinmas,bul,bul_Cyrl,Мартинма,What's the matter?,0.2222222222222222,0.6654631495475769,medium,1,0
st patricks day,bul,bul_Cyrl,Денят на Свети Патрик,This is St. Patrick's Day.,0.7317073170731707,0.8665350675582886,high,0,0
independence day,bul,bul_Cyrl,Ден на независимостта,Independence day,1.0,0.8744423389434814,high,0,0
mawlid,bul,bul_Cyrl,Маулид,Mauld,0.7272727272727273,0.732109785079956,medium,0,0
ashura,bul,bul_Cyrl,Ашура,Ashura,1.0,0.7875328063964844,medium,0,0
hajj,bul,bul_Cyrl,хадж,Hajj,1.0,0.8605266213417053,high,0,0
umrah,bul,bul_Cyrl,Умра,He's going to die.,0.08695652173913043,0.862513542175293,high,1,0
setsubun,bul,bul_Cyrl,сетсубън,"Other, of a kind used for the manufacture of foodstuffs",0.15873015873015872,0.7718313336372375,medium,1,0
religious festival,bul,bul_Cyrl,религиозен празник,religious holiday,0.6857142857142857,0.8838906288146973,high,1,1
religious holiday,bul,bul_Cyrl,религиозен празник,religious holiday,1.0,0.8860739469528198,high,1,1
religious new year,bul,bul_Cyrl,религиозна нова година,Religious New Year,1.0,0.8873878717422485,high,0,0
religious easter,bul,bul_Cyrl,религиозна Великден,Religious Easter,1.0,0.7604599595069885,medium,0,0
religious ramadan,bul,bul_Cyrl,религиозен рамадан,Religious Ramadan,1.0,0.8851596713066101,high,0,0
religious eid,bul,bul_Cyrl,религиозен празник,religious holiday,0.8,0.7346353530883789,medium,1,1
religious diwali,bul,bul_Cyrl,религиозна Дивали,Religious Diwali,1.0,0.7539100646972656,medium,0,0
religious vesak,bul,bul_Cyrl,религиозен весак,religious scales,0.7741935483870968,0.620394229888916,medium,0,0
religious hanukkah,bul,bul_Cyrl,религиозна ханука,religious hanukkah,1.0,0.8636512756347656,high,0,0
religious passover,bul,bul_Cyrl,религиозна Пасха,Religious Passover,1.0,0.7397149801254272,medium,0,0
religious nowruz,bul,bul_Cyrl,религиозен Nowruz,Religious Nowruz,1.0,0.7667332291603088,medium,0,0
religious carnival,bul,bul_Cyrl,религиозен карнавал,religious carnival,1.0,0.8692907691001892,high,0,0
religious thanksgiving,bul,bul_Cyrl,религиозна благодарност,Religious gratitude,0.5853658536585366,0.8735520243644714,high,0,0
religious harvest festival,bul,bul_Cyrl,религиозен празник на реколтата,A religious festival of the harvest,0.5901639344262295,0.8843575716018677,high,0,0
religious obon,bul,bul_Cyrl,религиозно облекчение,Religious relief,0.6666666666666666,0.4625680148601532,low,1,0
religious tet,bul,bul_Cyrl,религиозен тет,religious heritage,0.7741935483870968,0.5880286693572998,low,1,0
religious songkran,bul,bul_Cyrl,религиозни песникран,Religious songwriting,0.8205128205128205,0.6352895498275757,medium,0,0
religious dragon boat festival,bul,bul_Cyrl,религиозен фестивал на драконовите лодки,A religious festival of dragon boats.,0.6567164179104478,0.8755403757095337,high,0,0
religious mid autumn festival,bul,bul_Cyrl,религиозен празник в средата на есента,A religious holiday in mid-autumn,0.6129032258064516,0.8806302547454834,high,0,0
religious qingming,bul,bul_Cyrl,религиозен чингминг,Religious Qingming,1.0,0.7729461789131165,medium,0,0
religious yom kippur,bul,bul_Cyrl,религиозен йом кипур,Religious soft Cyprus,0.6341463414634146,0.8252160549163818,high,0,0
religious rosh hashanah,bul,bul_Cyrl,религиозен рош хашана,Religious Rosh Hashanah,1.0,0.7483283281326294,medium,0,0
religious purim,bul,bul_Cyrl,религиозни пурим,religious purim,1.0,0.7064915895462036,medium,0,0
religious sukkot,bul,bul_Cyrl,религиозен сукот,Religious succot,0.875,0.837358832359314,high,0,0
religious advent,bul,bul_Cyrl,религиозно възникване,religious origin,0.6875,0.7232110500335693,medium,0,0
religious holi,bul,bul_Cyrl,религиозен холи,religious hall,0.8571428571428571,0.5752138495445251,low,1,0
religious navratri,bul,bul_Cyrl,религиозни наврати,Religious returns,0.6285714285714286,0.8458253145217896,high,0,0
religious onam,bul,bul_Cyrl,религиозен онам,Religious Onam,1.0,0.7446939945220947,medium,0,0
religious pongal,bul,bul_Cyrl,религиозен понгал,Religious Pongal,1.0,0.707988440990448,medium,0,0
religious durga puja,bul,bul_Cyrl,религиозна дурга пужа,Religious gunpowder,0.6153846153846154,0.47875282168388367,low,1,0
religious janmashtami,bul,bul_Cyrl,религиозни джанмаштами,religious gnomes,0.7027027027027027,0.836514949798584,high,0,0
religious good friday,bul,bul_Cyrl,религиозен добър петък,Religious Good Friday,1.0,0.7576241493225098,medium,0,0
religious pentecost,bul,bul_Cyrl,религиозен петнощник,Religious Friday,0.5714285714285714,0.48201948404312134,low,1,0
religious epiphany,bul,bul_Cyrl,Религиозно проявление,Religious Manifestation,0.5853658536585366,0.8208433389663696,high,0,0
religious all saints day,bul,bul_Cyrl,религиозни всички светии ден,Religious All Saints Day,1.0,0.6768531799316406,medium,0,0
religious lunar new year,bul,bul_Cyrl,религиозна лунна нова година,Religious Lunar New Year,1.0,0.8786453604698181,high,0,0
religious thingyan,bul,bul_Cyrl,Религиозни неща,Religious matters,0.6285714285714286,0.7634231448173523,medium,0,0
religious day of the dead,bul,bul_Cyrl,религиозен ден на мъртвите,Religious Day of the Dead,1.0,0.8707455396652222,high,0,0
religious mardi gras,bul,bul_Cyrl,религиозен марди грас,Religious Mardi Gras,1.0,0.8620741367340088,high,0,0
religious saint day,bul,bul_Cyrl,религиозен светец ден,Religious holy day,0.7567567567567568,0.7176973819732666,medium,0,0
religious martinmas,bul,bul_Cyrl,религиозни мартинма,religious martyrdom,0.7894736842105263,0.6495833992958069,medium,0,0
religious st patricks day,bul,bul_Cyrl,религиозен ден на Свети Патрик,Religious day of St. Patrick,0.7547169811320755,0.8573067784309387,high,0,0
religious independence day,bul,bul_Cyrl,Ден на религиозната независимост,Religious Independence Day,1.0,0.8708354830741882,high,0,0
religious mawlid,bul,bul_Cyrl,религиозни маулиди,religious motifs,0.75,0.7479681372642517,medium,0,0
religious ashura,bul,bul_Cyrl,религиозна ашура,Religious fraud,0.7741935483870968,0.722357451915741,medium,0,0
religious hajj,bul,bul_Cyrl,религиозен хадж,religious pilgrimage,0.6470588235294118,0.8736081123352051,high,0,0
religious umrah,bul,bul_Cyrl,религиозна умра,Religious death,0.8,0.8728740215301514,high,0,0
religious setsubun,bul,bul_Cyrl,религиозни сетсубуни,Religious Setsubuni,0.972972972972973,0.8314344882965088,high,0,0
seasonal festival,bul,bul_Cyrl,сезонен фестивал,seasonal festival,1.0,0.8579456806182861,high,0,0
seasonal holiday,bul,bul_Cyrl,сезонни празници,seasonal holidays,0.9696969696969697,0.8619074821472168,high,0,0
seasonal new year,bul,bul_Cyrl,сезонна нова година,seasonal new year,1.0,0.7804924845695496,medium,0,0
seasonal easter,bul,bul_Cyrl,сезонна Великден,seasonal Easter,1.0,0.6096810698509216,medium,0,0
dress,bul,bul_Cyrl,рокля,Dress,1.0,0.8345781564712524,high,1,1
clothing,bul,bul_Cyrl,дрехи,clothing,1.0,0.8414819240570068,high,1,1
garment,bul,bul_Cyrl,дрехи,clothing,0.13333333333333333,0.8125481009483337,high,1,1
veil,bul,bul_Cyrl,превръзка,of a thickness of not more than 10 mm,0.04878048780487805,0.7687311172485352,medium,1,0
hijab,bul,bul_Cyrl,хиджаб,The hijab,0.7142857142857143,0.8507139682769775,high,0,0
niqab,bul,bul_Cyrl,Никаб,It's all right.,0.2,0.8598482608795166,high,1,0
burqa,bul,bul_Cyrl,Бурка,"Other, not elsewhere specified or included",0.0425531914893617,0.8472517728805542,high,1,0
sari,bul,bul_Cyrl,Сари,Sary,0.75,0.7865002751350403,medium,0,0
kimono,bul,bul_Cyrl,Кимоно,"Other, of a thickness of not more than 10 mm",0.16,0.8602296710014343,high,1,0
hanbok,bul,bul_Cyrl,хенбок,of a kind used for the manufacture of foodstuffs or preparations for the manufacture of foodstuffs or preparations for the manufacture of foodstuffs or preparations for the manufacture of foodstuffs or preparations of foodstuffs or preparations for the manufacture of foodstuffs,0.007042253521126761,0.8291904926300049,high,1,0
turban,bul,bul_Cyrl,турбан,Machinery and apparatus for the manufacture of foodstuffs,0.09523809523809523,0.8635153770446777,high,1,0
abaya,bul,bul_Cyrl,Абая,Abaya,1.0,0.6479779481887817,medium,0,0
thobe,bul,bul_Cyrl,Тръмп,I'm going to tell you something.,0.10810810810810811,0.7283861637115479,medium,1,0
dupatta,bul,bul_Cyrl,Дюпатта,Manufacture in which the value of all the materials used does not exceed 50% of the ex-works price of the product,0.05,0.7342782616615295,medium,1,0
lehenga,bul,bul_Cyrl,лехенга,"Other, not elsewhere specified or included",0.12244897959183673,0.7544275522232056,medium,1,0
kurta,bul,bul_Cyrl,Курта,Coat of arms,0.11764705882352941,0.8150883913040161,high,1,0
