source_term_en,target_lang,target_lang_nllb,translated_term,back_translated_en,back_similarity,comet_kiwi_score,qe_tier,needs_manual_review,duplicate_translation
sacred prophet,ukr,ukr_Cyrl,святий пророк,the holy prophet,0.6,0.8517248630523682,high,0,0
sacred zakat,ukr,ukr_Cyrl,священна закята,sacred charity,0.6923076923076923,0.8187492489814758,high,0,0
sacred tithe,ukr,ukr_Cyrl,священна десятина,sacred tithe,1.0,0.8538082242012024,high,0,0
sacred karma,ukr,ukr_Cyrl,священна карма,sacred karma,1.0,0.8600599765777588,high,0,0
sacred altar,ukr,ukr_Cyrl,священний алтар,sacred altar,1.0,0.8541478514671326,high,0,0
sacred incense,ukr,ukr_Cyrl,священний інциенс,The Sacred Incense,0.875,0.6207611560821533,medium,0,0
sacred rosary,ukr,ukr_Cyrl,священний розарій,Holy Rosary,0.5833333333333334,0.8584985733032227,high,0,0
sacred blessing,ukr,ukr_Cyrl,священне благословення,a sacred blessing,0.9375,0.8543208241462708,high,0,0
sacred curse,ukr,ukr_Cyrl,священна прокляття,A holy curse.,0.56,0.5853513479232788,low,1,0
sacred sabbath,ukr,ukr_Cyrl,священний субота,Holy Sabbath,0.6153846153846154,0.6943634152412415,medium,0,0
sacred halal,ukr,ukr_Cyrl,священний халал,the holy halal,0.5384615384615384,0.8235565423965454,high,1,0
sacred kosher,ukr,ukr_Cyrl,священний кошер,sacred kosher,1.0,0.7928649187088013,medium,0,0
sacred fasting,ukr,ukr_Cyrl,священний пост,holy fast,0.43478260869565216,0.8640530109405518,high,1,0
sacred sacrifice,ukr,ukr_Cyrl,священна жертва,sacred sacrifice,1.0,0.8594382405281067,high,0,0
sacred monastery,ukr,ukr_Cyrl,священний монастир,sacred monastery,1.0,0.8570567965507507,high,1,1
sacred convent,ukr,ukr_Cyrl,священний монастир,sacred monastery,0.6666666666666666,0.8659077882766724,high,1,1
sacred abbey,ukr,ukr_Cyrl,священне аббатство,Holy Abbey,0.5454545454545454,0.8515999913215637,high,1,0
sacred minaret,ukr,ukr_Cyrl,священний мінарет,sacred minaret,1.0,0.8613821268081665,high,0,0
sacred pagoda,ukr,ukr_Cyrl,священна пагода,the sacred pagoda,0.8666666666666667,0.8606008291244507,high,0,0
sacred stupa,ukr,ukr_Cyrl,священна ступа,sacred footstool,0.6428571428571429,0.804476261138916,high,0,0
sacred ancestral altar,ukr,ukr_Cyrl,священний батьківський алтар,holy father's altar,0.34146341463414637,0.833003044128418,high,1,0
sacred funeral rite,ukr,ukr_Cyrl,священний похоронний обряд,sacred funeral service,0.8780487804878049,0.8656729459762573,high,0,0
sacred mourning rite,ukr,ukr_Cyrl,священний траурний обряд,sacred mourning ceremony,0.8181818181818182,0.8465398550033569,high,0,0
sacred memorial service,ukr,ukr_Cyrl,священна служба пам'яті,sacred service of remembrance,0.5384615384615384,0.8595770001411438,high,1,0
sacred ancestor worship,ukr,ukr_Cyrl,священне поклоніння предкам,sacred worship of ancestors,0.64,0.8633133769035339,high,0,0
sacred tabernacle,ukr,ukr_Cyrl,священний шатер,sacred tent,0.7142857142857143,0.796715497970581,medium,0,0
sacred prayer mat,ukr,ukr_Cyrl,священна матка для молитви,A sacred womb for prayer,0.6341463414634146,0.5349622368812561,low,1,0
sacred chanting,ukr,ukr_Cyrl,священне танцювання,sacred dancing,0.8275862068965517,0.8539179563522339,high,0,0
sacred hymn,ukr,ukr_Cyrl,священний гімн,a sacred hymn,0.9166666666666666,0.8587596416473389,high,0,0
sacred sermon,ukr,ukr_Cyrl,священна проповідь,sacred preaching,0.6206896551724138,0.8689256310462952,high,0,0
sacred liturgy,ukr,ukr_Cyrl,священна літургія,sacred liturgy,1.0,0.8638163805007935,high,0,0
ritual religion,ukr,ukr_Cyrl,ритуальна релігія,Ritual religion,1.0,0.8810914754867554,high,0,0
ritual ritual,ukr,ukr_Cyrl,ритуальний ритуал,the ritual ritual,0.8666666666666667,0.8287228345870972,high,0,0
ritual prayer,ukr,ukr_Cyrl,ритуальна молитва,Ritual prayer,1.0,0.8655669689178467,high,0,0
ritual temple,ukr,ukr_Cyrl,ритуальний храм,ritual temple,1.0,0.863061249256134,high,0,0
ritual church,ukr,ukr_Cyrl,ритуальна церква,Ritual church,1.0,0.8664637804031372,high,0,0
ritual mosque,ukr,ukr_Cyrl,ритуальна мечеть,ritual mosque,1.0,0.8718938827514648,high,0,0
rice,ukr,ukr_Cyrl,рис,rice,1.0,0.8434164524078369,high,0,0
bread,ukr,ukr_Cyrl,хліб,Bread,1.0,0.8433258533477783,high,0,0
noodle,ukr,ukr_Cyrl,нодуль,Noodle,1.0,0.5536634922027588,low,1,0
dumpling,ukr,ukr_Cyrl,печенька,the liver,0.23529411764705882,0.6039056777954102,medium,1,0
curry,ukr,ukr_Cyrl,каррі,Carrie,0.5454545454545454,0.8379765748977661,high,1,0
spice,ukr,ukr_Cyrl,спеції,Species,0.6666666666666666,0.7886199355125427,medium,0,0
tea,ukr,ukr_Cyrl,чай,tea,1.0,0.8412819504737854,high,1,1
coffee,ukr,ukr_Cyrl,кава,coffee,1.0,0.8643991351127625,high,0,0
meat,ukr,ukr_Cyrl,м'ясо,Meat,1.0,0.8443946242332458,high,0,0
vegetarian,ukr,ukr_Cyrl,вегетаріанці,Vegetarians,0.9523809523809523,0.8617131114006042,high,0,0
vegan,ukr,ukr_Cyrl,веганський,Vegetarian,0.6666666666666666,0.842677116394043,high,0,0
soup,ukr,ukr_Cyrl,супа,soup,1.0,0.851318359375,high,0,0
stew,ukr,ukr_Cyrl,випечка,baked goods,0.13333333333333333,0.741869330406189,medium,1,0
barbecue,ukr,ukr_Cyrl,барбекю,Barbecue,1.0,0.854182243347168,high,0,0
fermented,ukr,ukr_Cyrl,ферментовані,fermented,1.0,0.8501327037811279,high,0,0
pickled,ukr,ukr_Cyrl,орієнтовані,oriented,0.4,0.39412978291511536,low,1,1
banquet,ukr,ukr_Cyrl,банкет,banquet,1.0,0.8400141000747681,high,0,0
feast,ukr,ukr_Cyrl,Вечір,The evening,0.125,0.8260730504989624,high,1,0
street food,ukr,ukr_Cyrl,вулична їжа,street food,1.0,0.8705793619155884,high,0,0
dessert,ukr,ukr_Cyrl,десерт,dessert,1.0,0.8343989253044128,high,0,0
sauce,ukr,ukr_Cyrl,соус,sauce,1.0,0.7717147469520569,medium,0,0
grain,ukr,ukr_Cyrl,зерно,grain,1.0,0.8393505811691284,high,0,0
fruit,ukr,ukr_Cyrl,фрукти,Fruits,0.9090909090909091,0.8580458164215088,high,0,0
vegetable,ukr,ukr_Cyrl,овочі,vegetables,0.9473684210526315,0.8468791246414185,high,0,0
kebab,ukr,ukr_Cyrl,кебаб,Kebab,1.0,0.8600689768791199,high,0,0
shawarma,ukr,ukr_Cyrl,Шварма,The Sword,0.35294117647058826,0.7308107614517212,medium,1,0
ramen,ukr,ukr_Cyrl,Рамен,Ramen,1.0,0.7547034025192261,medium,0,0
sushi,ukr,ukr_Cyrl,суші,land,0.0,0.8620118498802185,high,1,0
kimchi,ukr,ukr_Cyrl,кімчі,of a kind used in the manufacture of goods,0.16666666666666666,0.8325055837631226,high,1,0
pho,ukr,ukr_Cyrl,pho,What's the matter?,0.09523809523809523,0.7692074775695801,medium,1,0
biryani,ukr,ukr_Cyrl,Біряні,Countryside,0.3333333333333333,0.7448846101760864,medium,1,0
falafel,ukr,ukr_Cyrl,Фалафель,Fallout,0.5714285714285714,0.8636836409568787,high,0,0
pasta,ukr,ukr_Cyrl,макаронки,French fries,0.11764705882352941,0.8373706340789795,high,1,0
cheese,ukr,ukr_Cyrl,сирові,"of a fat content, by weight, not exceeding 5% by weight",0.16393442622950818,0.6883435249328613,medium,1,0
wine,ukr,ukr_Cyrl,віно,wine,1.0,0.8655694127082825,high,0,0
beer,ukr,ukr_Cyrl,пиво,beer,1.0,0.8682032823562622,high,0,0
chai,ukr,ukr_Cyrl,чай,tea,0.2857142857142857,0.8487229943275452,high,1,1
espresso,ukr,ukr_Cyrl,еспрессо,Espresso,1.0,0.8715921640396118,high,0,0
udon,ukr,ukr_Cyrl,Удон,The Udon,0.6666666666666666,0.8178324103355408,high,0,0
soba,ukr,ukr_Cyrl,Соба,The room,0.16666666666666666,0.7601081728935242,medium,1,0
congee,ukr,ukr_Cyrl,конґеї,the Congolese,0.631578947368421,0.7017309665679932,medium,0,0
bibimbap,ukr,ukr_Cyrl,Бібімбап,Baby-Baby,0.23529411764705882,0.859125018119812,high,1,0
hummus,ukr,ukr_Cyrl,гумус,hummus,1.0,0.8316776752471924,high,0,0
tabbouleh,ukr,ukr_Cyrl,Табуле,The table,0.5555555555555556,0.7105804681777954,medium,0,0
paella,ukr,ukr_Cyrl,паела,paella,1.0,0.7898733615875244,medium,0,0
risotto,ukr,ukr_Cyrl,рисото,white rice,0.23529411764705882,0.8252255320549011,high,1,0
couscous,ukr,ukr_Cyrl,кускус,couscous,1.0,0.7925335764884949,medium,0,0
injera,ukr,ukr_Cyrl,інжера,ingers,0.6666666666666666,0.5142309665679932,low,1,0
tortilla,ukr,ukr_Cyrl,тортіля,the tortoise,0.5,0.8248592019081116,high,1,0
tamale,ukr,ukr_Cyrl,тамале,the tamal,0.6666666666666666,0.7737246155738831,medium,0,0
arepa,ukr,ukr_Cyrl,апера,opera,0.2,0.7467559576034546,medium,1,0
empanada,ukr,ukr_Cyrl,емпанда,the empanada,0.8,0.7647433280944824,medium,0,0
mochi,ukr,ukr_Cyrl,Мочі,Urine,0.2,0.5753790736198425,low,1,0
matcha,ukr,ukr_Cyrl,матча,the match,0.6666666666666666,0.3959537744522095,low,1,0
jalebi,ukr,ukr_Cyrl,Ялебі,The apple,0.4,0.7356641292572021,medium,1,0
halwa,ukr,ukr_Cyrl,хальва,What's the matter?,0.2608695652173913,0.7326787710189819,medium,1,0
flatbread,ukr,ukr_Cyrl,хлібний хліб,bread bread,0.5,0.558025598526001,low,1,0
naan,ukr,ukr_Cyrl,Нана,What is it?,0.13333333333333333,0.821219801902771,high,1,0
roti,ukr,ukr_Cyrl,Роті,The mouth,0.3076923076923077,0.8298931121826172,high,1,0
chapati,ukr,ukr_Cyrl,Чапати,Cheating,0.6666666666666666,0.8292922377586365,high,0,0
paratha,ukr,ukr_Cyrl,парата,the pair,0.4,0.6245546340942383,medium,1,0
soy sauce,ukr,ukr_Cyrl,соєвий соус,soy sauce,1.0,0.868269681930542,high,0,0
fish sauce,ukr,ukr_Cyrl,рибний соус,fish sauce,1.0,0.8660582900047302,high,0,0
ghee,ukr,ukr_Cyrl,Гі,What is it?,0.13333333333333333,0.7420048713684082,medium,1,0
paneer,ukr,ukr_Cyrl,панер,the paner,0.6666666666666666,0.7978347539901733,medium,0,0
pickles,ukr,ukr_Cyrl,гвозди,Nails,0.5,0.8130032420158386,high,1,0
broth,ukr,ukr_Cyrl,бульон,broth,1.0,0.8122456073760986,high,0,0
porridge,ukr,ukr_Cyrl,капуста,Cabbage,0.26666666666666666,0.8236912488937378,high,1,0
lentil,ukr,ukr_Cyrl,льощів,cloves,0.3333333333333333,0.504786491394043,low,1,0
chickpea,ukr,ukr_Cyrl,цыплюна,chicken,0.8,0.7266615629196167,medium,0,0
cassava,ukr,ukr_Cyrl,касовіна,beef and veal,0.2,0.783432126045227,medium,1,0
plantain,ukr,ukr_Cyrl,пластинка,the record,0.1111111111111111,0.41025108098983765,low,1,0
okra,ukr,ukr_Cyrl,Окра,It's very nice.,0.10526315789473684,0.848095178604126,high,1,0
eggplant,ukr,ukr_Cyrl,яйцеклітини,eggs,0.5,0.7304120063781738,medium,1,0
traditional rice,ukr,ukr_Cyrl,традиційний рис,traditional rice,1.0,0.8642466068267822,high,0,0
traditional bread,ukr,ukr_Cyrl,традиційний хліб,Traditional bread,1.0,0.8554174900054932,high,0,0
traditional noodle,ukr,ukr_Cyrl,традиційні лавки,traditional benches,0.7567567567567568,0.4304434657096863,low,1,0
traditional dumpling,ukr,ukr_Cyrl,традиційні печеньки,traditional cookies,0.6666666666666666,0.7632111310958862,medium,0,0
traditional curry,ukr,ukr_Cyrl,традиційний каррі,traditional curry,1.0,0.8515742421150208,high,0,0
traditional spice,ukr,ukr_Cyrl,традиційні спеції,traditional spices,0.9714285714285714,0.8310672044754028,high,0,0
traditional tea,ukr,ukr_Cyrl,традиційний чай,Traditional tea,1.0,0.8619276285171509,high,0,0
traditional coffee,ukr,ukr_Cyrl,традиційна кава,traditional coffee,1.0,0.8815314769744873,high,0,0
traditional meat,ukr,ukr_Cyrl,традиційне м'ясо,Traditional meat,1.0,0.8583981394767761,high,0,0
traditional vegetarian,ukr,ukr_Cyrl,традиційні вегетаріанці,Traditional vegetarians,0.9777777777777777,0.8708498477935791,high,0,0
traditional vegan,ukr,ukr_Cyrl,традиційний веган,traditional vegan,1.0,0.8739553093910217,high,0,0
traditional soup,ukr,ukr_Cyrl,традиційний суп,Traditional soup,1.0,0.8583782315254211,high,0,0
traditional stew,ukr,ukr_Cyrl,традиційний страв,traditional dishes,0.8235294117647058,0.5153215527534485,low,1,0
traditional barbecue,ukr,ukr_Cyrl,традиційний барбекю,traditional barbecue,1.0,0.8708285689353943,high,0,0
traditional fermented,ukr,ukr_Cyrl,традиційна ферментація,Traditional fermentation,0.8444444444444444,0.7783071994781494,medium,0,0
traditional pickled,ukr,ukr_Cyrl,традиційні орігані,traditional organs,0.6486486486486487,0.5075905323028564,low,1,0
traditional banquet,ukr,ukr_Cyrl,традиційний банкет,traditional banquet,1.0,0.8613362908363342,high,0,0
traditional feast,ukr,ukr_Cyrl,традиційне свято,a traditional holiday,0.6842105263157895,0.8485151529312134,high,0,0
traditional street food,ukr,ukr_Cyrl,традиційна вулична їжа,Traditional street food,1.0,0.8709645867347717,high,0,0
traditional dessert,ukr,ukr_Cyrl,традиційний десерт,traditional dessert,1.0,0.8579530715942383,high,0,0
traditional sauce,ukr,ukr_Cyrl,традиційний соус,Traditional sauce,1.0,0.8599790334701538,high,0,0
traditional grain,ukr,ukr_Cyrl,традиційні зерна,traditional grains,0.9714285714285714,0.8550466895103455,high,0,0
traditional fruit,ukr,ukr_Cyrl,традиційні фрукти,traditional fruit,1.0,0.8663675785064697,high,0,0
traditional vegetable,ukr,ukr_Cyrl,традиційні овочі,traditional vegetables,0.9767441860465116,0.8592915534973145,high,0,0
traditional kebab,ukr,ukr_Cyrl,традиційний кебаб,traditional kebab,1.0,0.870124340057373,high,0,0
traditional shawarma,ukr,ukr_Cyrl,традиційна шварма,the traditional swarm,0.8292682926829268,0.8091167211532593,high,0,0
festival,ukr,ukr_Cyrl,фестиваль,the festival,0.8,0.8434880375862122,high,0,0
holiday,ukr,ukr_Cyrl,відпочинку,resting,0.14285714285714285,0.6033605337142944,medium,1,0
new year,ukr,ukr_Cyrl,Новий рік,The New Year,0.8,0.8767049312591553,high,0,0
easter,ukr,ukr_Cyrl,Великдень,Easter,1.0,0.6956403255462646,medium,0,0
ramadan,ukr,ukr_Cyrl,Рамадан,Ramadan,1.0,0.8735247254371643,high,0,0
eid,ukr,ukr_Cyrl,ід,I'd like to know.,0.1,0.8065416812896729,high,1,0
diwali,ukr,ukr_Cyrl,дивалі,The savages,0.11764705882352941,0.646787166595459,medium,1,0
vesak,ukr,ukr_Cyrl,Весак,Relaxation,0.26666666666666666,0.7259023189544678,medium,1,0
hanukkah,ukr,ukr_Cyrl,ханука,the Hanukkah,0.8,0.8519132137298584,high,0,0
passover,ukr,ukr_Cyrl,Пасха,The Passover,0.8,0.5693979263305664,low,1,0
nowruz,ukr,ukr_Cyrl,Норуз,The Rose,0.14285714285714285,0.8402166366577148,high,1,0
carnival,ukr,ukr_Cyrl,карнавал,carnival,1.0,0.8602429628372192,high,0,0
thanksgiving,ukr,ukr_Cyrl,Дякуючи,Thankful,0.5,0.8033254742622375,high,1,0
harvest festival,ukr,ukr_Cyrl,фестиваль урожаю,the harvest festival,0.8888888888888888,0.8583223819732666,high,0,0
obon,ukr,ukr_Cyrl,абон,subscriber,0.14285714285714285,0.4694996774196625,low,1,0
tet,ukr,ukr_Cyrl,tet,What's wrong with you?,0.16,0.3778562843799591,low,1,0
songkran,ukr,ukr_Cyrl,Songkran,Songkran,1.0,0.8171160221099854,high,0,0
dragon boat festival,ukr,ukr_Cyrl,Фестиваль драконових човнів,The Dragon Boat Festival,0.9090909090909091,0.8696649670600891,high,0,0
mid autumn festival,ukr,ukr_Cyrl,Середньовосенний фестиваль,The Mid-Autumn Festival,0.8571428571428571,0.8427852392196655,high,0,0
qingming,ukr,ukr_Cyrl,Кіньмінг,Qingming,1.0,0.8557904958724976,high,0,0
yom kippur,ukr,ukr_Cyrl,Йом Киппур,Yom Kippur,1.0,0.8622118234634399,high,0,0
rosh hashanah,ukr,ukr_Cyrl,рош хашана,Rosh Hashanah,1.0,0.7916314601898193,medium,0,0
purim,ukr,ukr_Cyrl,пурим,We're going to smoke.,0.23076923076923078,0.5645351409912109,low,1,0
sukkot,ukr,ukr_Cyrl,Суккот,Sweetheart,0.25,0.7762123346328735,medium,1,0
advent,ukr,ukr_Cyrl,Прихід,The Arrival,0.23529411764705882,0.6746347546577454,medium,1,0
holi,ukr,ukr_Cyrl,святої,the sacred,0.14285714285714285,0.47049638628959656,low,1,0
navratri,ukr,ukr_Cyrl,Наватрі,The Navatri,0.7368421052631579,0.8466497659683228,high,0,0
onam,ukr,ukr_Cyrl,наам,my name,0.5454545454545454,0.5196343660354614,low,1,0
pongal,ukr,ukr_Cyrl,Понгал,Pongal,1.0,0.7341788411140442,medium,0,0
durga puja,ukr,ukr_Cyrl,Дурга пужа,It's a long shot.,0.14814814814814814,0.7455077171325684,medium,1,0
janmashtami,ukr,ukr_Cyrl,Янмаштамі,by Janmasthami,0.8,0.8203898072242737,high,0,0
good friday,ukr,ukr_Cyrl,Добра п'ятниця,Good Friday,1.0,0.8516319990158081,high,0,0
pentecost,ukr,ukr_Cyrl,п'ятидесятниця,the fiftieth,0.38095238095238093,0.742226243019104,medium,1,0
epiphany,ukr,ukr_Cyrl,з'явлення,the appearance,0.45454545454545453,0.7557322382926941,medium,1,0
all saints day,ukr,ukr_Cyrl,День всіх святих,All Saints' Day,0.9655172413793104,0.8566287755966187,high,0,0
lunar new year,ukr,ukr_Cyrl,Місячний Новий рік,Monthly New Year,0.6666666666666666,0.8544759154319763,high,0,0
thingyan,ukr,ukr_Cyrl,річ,the thing,0.5882352941176471,0.6106597185134888,medium,0,0
day of the dead,ukr,ukr_Cyrl,День мертвих,Day of the Dead,1.0,0.8444004058837891,high,0,0
mardi gras,ukr,ukr_Cyrl,Марді грас,Mardi Gras,1.0,0.8467859625816345,high,0,0
saint day,ukr,ukr_Cyrl,святий день,holy day,0.47058823529411764,0.8067297339439392,high,1,0
martinmas,ukr,ukr_Cyrl,Мартинма,What are you doing?,0.2857142857142857,0.6654631495475769,medium,1,0
st patricks day,ukr,ukr_Cyrl,День Святого Патріка,What is St. Patrick's Day?,0.7317073170731707,0.8664321899414062,high,0,0
independence day,ukr,ukr_Cyrl,День незалежності,Independence Day,1.0,0.8676387071609497,high,0,0
mawlid,ukr,ukr_Cyrl,Мавлід,The Maldives,0.4444444444444444,0.7379108667373657,medium,1,0
ashura,ukr,ukr_Cyrl,Ашура,Ashura,1.0,0.7875328063964844,medium,0,0
hajj,ukr,ukr_Cyrl,хадж,Hajj,1.0,0.8605266213417053,high,0,0
umrah,ukr,ukr_Cyrl,Умра,The Death,0.2857142857142857,0.862513542175293,high,1,0
setsubun,ukr,ukr_Cyrl,Сетсубун,Setsubun,1.0,0.8247841596603394,high,0,0
religious festival,ukr,ukr_Cyrl,релігійний фестиваль,religious festival,1.0,0.8667159080505371,high,0,0
religious holiday,ukr,ukr_Cyrl,релігійні свята,religious holidays,0.9714285714285714,0.8373935222625732,high,0,0
religious new year,ukr,ukr_Cyrl,релігійний новий рік,religious new year,1.0,0.8743062019348145,high,0,0
religious easter,ukr,ukr_Cyrl,релігійна Пасха,religious Passover,0.8235294117647058,0.826703667640686,high,1,1
religious ramadan,ukr,ukr_Cyrl,релігійний рамадан,religious Ramadan,1.0,0.8768159747123718,high,0,0
religious eid,ukr,ukr_Cyrl,релігійна свята,religious celebration,0.7058823529411765,0.6457800269126892,medium,0,0
religious diwali,ukr,ukr_Cyrl,релігійна дивалі,religious savages,0.6666666666666666,0.6678096055984497,medium,0,0
religious vesak,ukr,ukr_Cyrl,релігійний весак,religious veil,0.8275862068965517,0.6243307590484619,medium,0,0
religious hanukkah,ukr,ukr_Cyrl,релігійна ханука,religious hanukkah,1.0,0.8585313558578491,high,0,0
religious passover,ukr,ukr_Cyrl,релігійна Пасха,religious Passover,1.0,0.695961594581604,medium,1,1
religious nowruz,ukr,ukr_Cyrl,релігійний Nowruz,religious Nowruz,1.0,0.8342096209526062,high,0,0
religious carnival,ukr,ukr_Cyrl,релігійний карнавал,religious carnival,1.0,0.8574894666671753,high,0,0
religious thanksgiving,ukr,ukr_Cyrl,релігійний вдячний день,Religious Thanksgiving,1.0,0.8436739444732666,high,0,0
religious harvest festival,ukr,ukr_Cyrl,релігійна свята врожаю,religious feast of the harvest,0.6071428571428571,0.8250192403793335,high,0,0
religious obon,ukr,ukr_Cyrl,релігійний обон,religious worship,0.7096774193548387,0.7167705297470093,medium,0,0
religious tet,ukr,ukr_Cyrl,релігійний тет,religious thesis,0.8275862068965517,0.485885351896286,low,1,0
religious songkran,ukr,ukr_Cyrl,релігійні піснікран,religious song screen,0.8205128205128205,0.489964097738266,low,1,0
religious dragon boat festival,ukr,ukr_Cyrl,релігійний фестиваль драконових човнів,Religious Dragon Boat Festival,1.0,0.8712034225463867,high,0,0
religious mid autumn festival,ukr,ukr_Cyrl,релігійний фестиваль середини осені,religious festival in the middle of autumn,0.5070422535211268,0.8571217060089111,high,1,0
religious qingming,ukr,ukr_Cyrl,релігійний чингмінг,religious changming,0.8648648648648649,0.8027713298797607,high,0,0
religious yom kippur,ukr,ukr_Cyrl,релігійний йом кипур,religious Yot Cyprus,0.75,0.8219428062438965,high,0,0
religious rosh hashanah,ukr,ukr_Cyrl,релігійний рош хашана,Religious Rosh Hashanah,1.0,0.7533862590789795,medium,0,0
religious purim,ukr,ukr_Cyrl,релігійний пурим,religious purim,1.0,0.8172848224639893,high,0,0
religious sukkot,ukr,ukr_Cyrl,релігійний сукот,religious suckling,0.7647058823529411,0.8171210885047913,high,0,0
religious advent,ukr,ukr_Cyrl,релігійний прихід,religious conversion,0.7222222222222222,0.82015061378479,high,0,0
religious holi,ukr,ukr_Cyrl,релігійний свято,religious holiday,0.9032258064516129,0.6718060970306396,medium,0,0
religious navratri,ukr,ukr_Cyrl,релігійні наврати,religious backsliding,0.5641025641025641,0.8439992666244507,high,0,0
religious onam,ukr,ukr_Cyrl,релігійний онам,religious to them,0.7741935483870968,0.6891977787017822,medium,0,0
religious pongal,ukr,ukr_Cyrl,релігійний понгал,Religious Pongal,1.0,0.6752229928970337,medium,0,0
religious durga puja,ukr,ukr_Cyrl,релігійна дурга-пужа,Religious foolishness,0.4878048780487805,0.5965461730957031,low,1,0
religious janmashtami,ukr,ukr_Cyrl,релігійний янмаштамі,Religious Yanmasthami,0.9047619047619048,0.8282483816146851,high,0,0
religious good friday,ukr,ukr_Cyrl,релігійна Добра п'ятниця,religious Good Friday,1.0,0.739646315574646,medium,0,0
religious pentecost,ukr,ukr_Cyrl,релігійна п'ятидесятниця,religious Pentecostal,0.95,0.8036148548126221,high,0,0
religious epiphany,ukr,ukr_Cyrl,релігійне проявлення,religious expression,0.7368421052631579,0.7842368483543396,medium,0,0
religious all saints day,ukr,ukr_Cyrl,релігійний всі святі день,religious all holy day,0.782608695652174,0.6657790541648865,medium,0,0
religious lunar new year,ukr,ukr_Cyrl,релігійний місячний Новий рік,religious lunar new year,1.0,0.8727010488510132,high,0,0
religious thingyan,ukr,ukr_Cyrl,релігійні речі,Religious matters,0.6285714285714286,0.7290269732475281,medium,0,0
religious day of the dead,ukr,ukr_Cyrl,релігійний день померлих,Religious Day of the Dead,1.0,0.8577264547348022,high,0,0
religious mardi gras,ukr,ukr_Cyrl,релігійний mardi gras,religious mardi gras,1.0,0.8675131797790527,high,0,0
religious saint day,ukr,ukr_Cyrl,релігійний день святого,religious day of the saint,0.6666666666666666,0.8151755332946777,high,0,0
religious martinmas,ukr,ukr_Cyrl,релігійні мартинми,religious martyrs,0.8333333333333334,0.7456196546554565,medium,0,0
religious st patricks day,ukr,ukr_Cyrl,релігійний день святого Патрика,religious day of St. Patrick,0.7547169811320755,0.8468788862228394,high,0,0
religious independence day,ukr,ukr_Cyrl,День релігійної незалежності,Religious Independence Day,1.0,0.8483719825744629,high,0,0
religious mawlid,ukr,ukr_Cyrl,релігійний маулід,religious Maoulid,0.9090909090909091,0.7105646729469299,medium,0,0
religious ashura,ukr,ukr_Cyrl,релігійна ашура,religious deception,0.5714285714285714,0.7123345136642456,medium,0,0
religious hajj,ukr,ukr_Cyrl,релігійний хадж,religious pilgrimage,0.6470588235294118,0.8678178787231445,high,0,0
religious umrah,ukr,ukr_Cyrl,релігійна амра,religious amra,0.896551724137931,0.8672934770584106,high,0,0
religious setsubun,ukr,ukr_Cyrl,релігійний сетсубун,religious sit-subun,0.918918918918919,0.8461735248565674,high,0,0
seasonal festival,ukr,ukr_Cyrl,сезонний фестиваль,seasonal festival,1.0,0.8439551591873169,high,0,0
seasonal holiday,ukr,ukr_Cyrl,сезонний відпочинок,seasonal holidays,0.9696969696969697,0.8521877527236938,high,0,0
seasonal new year,ukr,ukr_Cyrl,сезонний новий рік,seasonal new year,1.0,0.708734393119812,medium,0,0
seasonal easter,ukr,ukr_Cyrl,сезонна Великдень,seasonal Easter,1.0,0.5581928491592407,low,1,0
dress,ukr,ukr_Cyrl,одяг,clothing,0.0,0.8031576871871948,high,1,1
clothing,ukr,ukr_Cyrl,одяг,clothing,1.0,0.8414991497993469,high,1,1
garment,ukr,ukr_Cyrl,одяг,clothing,0.13333333333333333,0.8320735692977905,high,1,1
veil,ukr,ukr_Cyrl,прикриття,the cover,0.3076923076923077,0.8241980671882629,high,1,0
hijab,ukr,ukr_Cyrl,хиджаб,the hijab,0.7142857142857143,0.8507139682769775,high,0,0
niqab,ukr,ukr_Cyrl,нікаб,It's like...,0.11764705882352941,0.8544853925704956,high,1,0
burqa,ukr,ukr_Cyrl,Бурка,The Storm,0.14285714285714285,0.8472517728805542,high,1,0
sari,ukr,ukr_Cyrl,Сари,Sarah,0.6666666666666666,0.7865002751350403,medium,0,0
kimono,ukr,ukr_Cyrl,кімоно,Cinnamon,0.5714285714285714,0.8520427346229553,high,0,0
hanbok,ukr,ukr_Cyrl,ганбок,of a kind used in the manufacture of foodstuffs,0.1509433962264151,0.7889833450317383,medium,1,0
turban,ukr,ukr_Cyrl,турбан,turban,1.0,0.8635153770446777,high,0,0
abaya,ukr,ukr_Cyrl,Абая,Abaya,1.0,0.6479779481887817,medium,0,0
thobe,ukr,ukr_Cyrl,Тобі,To you.,0.3333333333333333,0.5617890357971191,low,1,0
dupatta,ukr,ukr_Cyrl,Дупатта,What is this?,0.3,0.7331311702728271,medium,1,0
lehenga,ukr,ukr_Cyrl,лехенга,Lecheng,0.8571428571428571,0.7544275522232056,medium,0,0
kurta,ukr,ukr_Cyrl,Курта,Coat of arms,0.11764705882352941,0.8150883913040161,high,1,0
dhoti,ukr,ukr_Cyrl,Дхоти,Ghosts,0.5454545454545454,0.8134332895278931,high,1,0
qipao,ukr,ukr_Cyrl,Кіпао,Cypriot,0.3333333333333333,0.7877044677734375,medium,1,0
uniform,ukr,ukr_Cyrl,уніформа,Uniforms,0.9333333333333333,0.838010311126709,high,0,0
formal,ukr,ukr_Cyrl,формальний,formal,1.0,0.8294771313667297,high,0,0
